userId,title,price,quantity,amount,firstName,lastName,age,gender,email,birthDate,city,state
134,iPhone 12 Silicone Case with MagSafe Plum,29.99,2,59.98,Nora,Russell,25,female,nora.russell@x.dummyjson.com,2000-3-30,Charlotte,West Virginia
134,Baseball Ball,8.99,5,44.95,Nora,Russell,25,female,nora.russell@x.dummyjson.com,2000-3-30,Charlotte,West Virginia
134,Party Glasses,19.99,2,39.98,Nora,Russell,25,female,nora.russell@x.dummyjson.com,2000-3-30,Charlotte,West Virginia
134,Dior J'adore,89.99,3,269.97,Nora,Russell,25,female,nora.russell@x.dummyjson.com,2000-3-30,Charlotte,West Virginia
134,Huawei Matebook X Pro,1399.99,5,6999.95,Nora,Russell,25,female,nora.russell@x.dummyjson.com,2000-3-30,Charlotte,West Virginia
134,Ice Cream,5.49,3,16.47,Nora,Russell,25,female,nora.russell@x.dummyjson.com,2000-3-30,Charlotte,West Virginia
150,Blue Women's Handbag,49.99,5,249.95,Stella,Morris,40,female,stella.morris@x.dummyjson.com,1985-3-15,San Diego,Rhode Island
150,TV Studio Camera Pedestal,499.99,3,1499.97,Stella,Morris,40,female,stella.morris@x.dummyjson.com,1985-3-15,San Diego,Rhode Island
150,Rolex Datejust,10999.99,3,32999.97,Stella,Morris,40,female,stella.morris@x.dummyjson.com,1985-3-15,San Diego,Rhode Island
150,Realme C35,149.99,3,449.97,Stella,Morris,40,female,stella.morris@x.dummyjson.com,1985-3-15,San Diego,Rhode Island
86,300 Touring,28999.99,5,144999.95,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
86,Selfie Stick Monopod,12.99,4,51.96,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
86,Realme X,299.99,2,599.98,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
23,Sportbike Motorcycle,7499.99,2,14999.98,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
23,Cat Food,8.99,4,35.96,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
23,Apple MagSafe Battery Pack,99.99,5,499.95,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
23,Calvin Klein CK One,49.99,3,149.97,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
194,Corset Leather With Skirt,89.99,2,179.98,Brayden,Hill,46,male,brayden.hill@x.dummyjson.com,1979-4-20,Austin,Massachusetts
194,Rolex Cellini Moonphase,15999.99,4,63999.96,Brayden,Hill,46,male,brayden.hill@x.dummyjson.com,1979-4-20,Austin,Massachusetts
194,Table Lamp,49.99,2,99.98,Brayden,Hill,46,male,brayden.hill@x.dummyjson.com,1979-4-20,Austin,Massachusetts
194,Vivo S1,249.99,5,1249.95,Brayden,Hill,46,male,brayden.hill@x.dummyjson.com,1979-4-20,Austin,Massachusetts
160,IWC Ingenieur Automatic Steel,4999.99,5,24999.95,Claire,Foster,30,female,claire.foster@x.dummyjson.com,1995-2-24,San Jose,Massachusetts
160,Longines Master Collection,1499.99,3,4499.97,Claire,Foster,30,female,claire.foster@x.dummyjson.com,1995-2-24,San Jose,Massachusetts
172,Nike Air Jordan 1 Red And Black,149.99,1,149.99,Ariana,Ross,37,female,ariana.ross@x.dummyjson.com,1988-9-26,Chicago,West Virginia
172,Milk,3.49,3,10.47,Ariana,Ross,37,female,ariana.ross@x.dummyjson.com,1988-9-26,Chicago,West Virginia
172,Spoon,4.99,3,14.97,Ariana,Ross,37,female,ariana.ross@x.dummyjson.com,1988-9-26,Chicago,West Virginia
172,Cricket Wicket,29.99,3,89.97,Ariana,Ross,37,female,ariana.ross@x.dummyjson.com,1988-9-26,Chicago,West Virginia
172,Green Chili Pepper,0.99,3,2.97,Ariana,Ross,37,female,ariana.ross@x.dummyjson.com,1988-9-26,Chicago,West Virginia
172,Oppo K1,299.99,1,299.99,Ariana,Ross,37,female,ariana.ross@x.dummyjson.com,1988-9-26,Chicago,West Virginia
202,Kitchen Sieve,7.99,4,31.96,Caleb,Nelson,37,male,caleb.nelson@x.dummyjson.com,1988-9-25,Philadelphia,North Dakota
202,Marni Red & Black Suit,179.99,5,899.95,Caleb,Nelson,37,male,caleb.nelson@x.dummyjson.com,1988-9-25,Philadelphia,North Dakota
41,Man Plaid Shirt,34.99,2,69.98,Evan,Reed,33,male,evan.reed@x.dummyjson.com,1992-6-16,San Antonio,North Carolina
41,Monopod,19.99,3,59.97,Evan,Reed,33,male,evan.reed@x.dummyjson.com,1992-6-16,San Antonio,North Carolina
41,Samsung Galaxy Tab S8 Plus Grey,599.99,1,599.99,Evan,Reed,33,male,evan.reed@x.dummyjson.com,1992-6-16,San Antonio,North Carolina
41,Girl Summer Dress,19.99,3,59.97,Evan,Reed,33,male,evan.reed@x.dummyjson.com,1992-6-16,San Antonio,North Carolina
41,Lemon,0.79,4,3.16,Evan,Reed,33,male,evan.reed@x.dummyjson.com,1992-6-16,San Antonio,North Carolina
94,Sports Sneakers Off White Red,109.99,3,329.97,Ruby,Andrews,29,female,ruby.andrews@x.dummyjson.com,1996-7-7,Dallas,Texas
94,Citrus Squeezer Yellow,8.99,5,44.95,Ruby,Andrews,29,female,ruby.andrews@x.dummyjson.com,1996-7-7,Dallas,Texas
94,Wooden Rolling Pin,11.99,1,11.99,Ruby,Andrews,29,female,ruby.andrews@x.dummyjson.com,1996-7-7,Dallas,Texas
94,Family Tree Photo Frame,29.99,5,149.95,Ruby,Andrews,29,female,ruby.andrews@x.dummyjson.com,1996-7-7,Dallas,Texas
94,Mug Tree Stand,15.99,3,47.97,Ruby,Andrews,29,female,ruby.andrews@x.dummyjson.com,1996-7-7,Dallas,Texas
94,Apple,1.99,1,1.99,Ruby,Andrews,29,female,ruby.andrews@x.dummyjson.com,1996-7-7,Dallas,Texas
11,Annibale Colombo Bed,1899.99,5,9499.95,Liam,Garcia,30,male,liam.garcia@x.dummyjson.com,1995-6-6,Denver,South Dakota
11,Samsung Galaxy S10,699.99,3,2099.97,Liam,Garcia,30,male,liam.garcia@x.dummyjson.com,1995-6-6,Denver,South Dakota
11,Selfie Stick Monopod,12.99,3,38.97,Liam,Garcia,30,male,liam.garcia@x.dummyjson.com,1995-6-6,Denver,South Dakota
11,Blue Frock,29.99,3,89.97,Liam,Garcia,30,male,liam.garcia@x.dummyjson.com,1995-6-6,Denver,South Dakota
11,Kiwi,2.49,5,12.45,Liam,Garcia,30,male,liam.garcia@x.dummyjson.com,1995-6-6,Denver,South Dakota
200,Chicken Meat,9.99,2,19.98,Adrian,Flores,44,male,adrian.flores@x.dummyjson.com,1981-5-1,New York,Delaware
200,Tennis Racket,49.99,3,149.97,Adrian,Flores,44,male,adrian.flores@x.dummyjson.com,1981-5-1,New York,Delaware
200,Potatoes,2.29,1,2.29,Adrian,Flores,44,male,adrian.flores@x.dummyjson.com,1981-5-1,New York,Delaware
141,Essence Mascara Lash Princess,9.99,2,19.98,Owen,Sullivan,44,male,owen.sullivan@x.dummyjson.com,1981-1-2,Charlotte,Mississippi
141,Grater Black,10.99,3,32.97,Owen,Sullivan,44,male,owen.sullivan@x.dummyjson.com,1981-1-2,Charlotte,Mississippi
141,Spoon,4.99,4,19.96,Owen,Sullivan,44,male,owen.sullivan@x.dummyjson.com,1981-1-2,Charlotte,Mississippi
141,Family Tree Photo Frame,29.99,4,119.96,Owen,Sullivan,44,male,owen.sullivan@x.dummyjson.com,1981-1-2,Charlotte,Mississippi
189,Oppo K1,299.99,4,1199.96,Tristan,Scott,31,male,tristan.scott@x.dummyjson.com,1994-12-2,San Diego,Arkansas
189,Fish Steak,14.99,3,44.97,Tristan,Scott,31,male,tristan.scott@x.dummyjson.com,1994-12-2,San Diego,Arkansas
189,Cooking Oil,4.99,5,24.95,Tristan,Scott,31,male,tristan.scott@x.dummyjson.com,1994-12-2,San Diego,Arkansas
189,Black Sun Glasses,29.99,3,89.97,Tristan,Scott,31,male,tristan.scott@x.dummyjson.com,1994-12-2,San Diego,Arkansas
189,Family Tree Photo Frame,29.99,2,59.98,Tristan,Scott,31,male,tristan.scott@x.dummyjson.com,1994-12-2,San Diego,Arkansas
189,Red Nail Polish,8.99,5,44.95,Tristan,Scott,31,male,tristan.scott@x.dummyjson.com,1994-12-2,San Diego,Arkansas
59,Golden Shoes Woman,49.99,3,149.97,Ethan,Fletcher,34,male,ethan.fletcher@x.dummyjson.com,1991-5-1,Dallas,Arkansas
59,Volleyball,11.99,5,59.95,Ethan,Fletcher,34,male,ethan.fletcher@x.dummyjson.com,1991-5-1,Dallas,Arkansas
59,Nescafe Coffee,7.99,3,23.97,Ethan,Fletcher,34,male,ethan.fletcher@x.dummyjson.com,1991-5-1,Dallas,Arkansas
59,Realme XT,349.99,2,699.98,Ethan,Fletcher,34,male,ethan.fletcher@x.dummyjson.com,1991-5-1,Dallas,Arkansas
90,Beats Flex Wireless Earphones,49.99,1,49.99,Scarlett,Bowman,28,female,scarlett.bowman@x.dummyjson.com,1997-2-26,New York,New Jersey
90,Watch Gold for Women,799.99,3,2399.97,Scarlett,Bowman,28,female,scarlett.bowman@x.dummyjson.com,1997-2-26,New York,New Jersey
90,Apple Airpods,129.99,3,389.97,Scarlett,Bowman,28,female,scarlett.bowman@x.dummyjson.com,1997-2-26,New York,New Jersey
90,Puma Future Rider Trainers,89.99,5,449.95,Scarlett,Bowman,28,female,scarlett.bowman@x.dummyjson.com,1997-2-26,New York,New Jersey
90,Attitude Super Leaves Hand Soap,8.99,5,44.95,Scarlett,Bowman,28,female,scarlett.bowman@x.dummyjson.com,1997-2-26,New York,New Jersey
90,Tartan Dress,39.99,5,199.95,Scarlett,Bowman,28,female,scarlett.bowman@x.dummyjson.com,1997-2-26,New York,New Jersey
42,Yellow Peeler,5.99,2,11.98,Avery,Carter,29,female,avery.carter@x.dummyjson.com,1996-8-21,San Diego,West Virginia
42,Sports Sneakers Off White & Red,119.99,2,239.98,Avery,Carter,29,female,avery.carter@x.dummyjson.com,1996-8-21,San Diego,West Virginia
140,Spice Rack,19.99,5,99.95,Hannah,Howard,36,female,hannah.howard@x.dummyjson.com,1989-10-15,Indianapolis,Indiana
140,Eyeshadow Palette with Mirror,19.99,2,39.98,Hannah,Howard,36,female,hannah.howard@x.dummyjson.com,1989-10-15,Indianapolis,Indiana
140,Plate,3.99,2,7.98,Hannah,Howard,36,female,hannah.howard@x.dummyjson.com,1989-10-15,Indianapolis,Indiana
140,Classic Sun Glasses,24.99,3,74.97,Hannah,Howard,36,female,hannah.howard@x.dummyjson.com,1989-10-15,Indianapolis,Indiana
147,New DELL XPS 13 9300 Laptop,1499.99,5,7499.95,Henry,Turner,45,male,henry.turner@x.dummyjson.com,1980-6-12,Philadelphia,Ohio
147,Blue Women's Handbag,49.99,4,199.96,Henry,Turner,45,male,henry.turner@x.dummyjson.com,1980-6-12,Philadelphia,Ohio
147,Tissue Paper Box,2.49,2,4.98,Henry,Turner,45,male,henry.turner@x.dummyjson.com,1980-6-12,Philadelphia,Ohio
147,Red Onions,1.99,4,7.96,Henry,Turner,45,male,henry.turner@x.dummyjson.com,1980-6-12,Philadelphia,Ohio
147,Baseball Ball,8.99,5,44.95,Henry,Turner,45,male,henry.turner@x.dummyjson.com,1980-6-12,Philadelphia,Ohio
6,iPhone 12 Silicone Case with MagSafe Plum,29.99,5,149.95,Olivia,Wilson,23,female,olivia.wilson@x.dummyjson.com,2002-4-20,Fort Worth,Tennessee
6,Vivo S1,249.99,4,999.96,Olivia,Wilson,23,female,olivia.wilson@x.dummyjson.com,2002-4-20,Fort Worth,Tennessee
6,Prada Women Bag,599.99,1,599.99,Olivia,Wilson,23,female,olivia.wilson@x.dummyjson.com,2002-4-20,Fort Worth,Tennessee
118,Red Lipstick,12.99,1,12.99,Benjamin,Wilson,31,male,benjamin.wilson@x.dummyjson.com,1994-3-11,Philadelphia,New Hampshire
118,Oppo F19 Pro+,399.99,1,399.99,Benjamin,Wilson,31,male,benjamin.wilson@x.dummyjson.com,1994-3-11,Philadelphia,New Hampshire
66,Red Onions,1.99,5,9.95,Aria,Ferguson,28,female,aria.ferguson@x.dummyjson.com,1997-6-1,San Diego,Wyoming
66,Realme C35,149.99,3,449.97,Aria,Ferguson,28,female,aria.ferguson@x.dummyjson.com,1997-6-1,San Diego,Wyoming
75,Mulberry,4.99,1,4.99,Ryan,Graham,32,male,ryan.graham@x.dummyjson.com,1993-10-2,San Antonio,Tennessee
75,Selfie Lamp with iPhone,14.99,2,29.98,Ryan,Graham,32,male,ryan.graham@x.dummyjson.com,1993-10-2,San Antonio,Tennessee
75,Apple,1.99,3,5.97,Ryan,Graham,32,male,ryan.graham@x.dummyjson.com,1993-10-2,San Antonio,Tennessee
75,Blue & Black Check Shirt,29.99,5,149.95,Ryan,Graham,32,male,ryan.graham@x.dummyjson.com,1993-10-2,San Antonio,Tennessee
147,Essence Mascara Lash Princess,9.99,5,49.95,Henry,Turner,45,male,henry.turner@x.dummyjson.com,1980-6-12,Philadelphia,Ohio
147,Basketball Rim,39.99,4,159.96,Henry,Turner,45,male,henry.turner@x.dummyjson.com,1980-6-12,Philadelphia,Ohio
170,Huawei Matebook X Pro,1399.99,2,2799.98,Penelope,King,34,female,penelope.king@x.dummyjson.com,1991-1-27,Los Angeles,New Hampshire
170,Beats Flex Wireless Earphones,49.99,4,199.96,Penelope,King,34,female,penelope.king@x.dummyjson.com,1991-1-27,Los Angeles,New Hampshire
170,Green Bell Pepper,1.29,2,2.58,Penelope,King,34,female,penelope.king@x.dummyjson.com,1991-1-27,Los Angeles,New Hampshire
170,iPhone 5s,199.99,4,799.96,Penelope,King,34,female,penelope.king@x.dummyjson.com,1991-1-27,Los Angeles,New Hampshire
170,Volleyball,11.99,5,59.95,Penelope,King,34,female,penelope.king@x.dummyjson.com,1991-1-27,Los Angeles,New Hampshire
177,Marni Red & Black Suit,179.99,1,179.99,Xavier,Wright,38,male,xavier.wright@x.dummyjson.com,1987-1-11,Jacksonville,Maryland
177,Pacifica Touring,31999.99,4,127999.96,Xavier,Wright,38,male,xavier.wright@x.dummyjson.com,1987-1-11,Jacksonville,Maryland
177,Potatoes,2.29,4,9.16,Xavier,Wright,38,male,xavier.wright@x.dummyjson.com,1987-1-11,Jacksonville,Maryland
177,Plant Pot,14.99,4,59.96,Xavier,Wright,38,male,xavier.wright@x.dummyjson.com,1987-1-11,Jacksonville,Maryland
143,Tissue Paper Box,2.49,4,9.96,Grayson,Coleman,31,male,grayson.coleman@x.dummyjson.com,1994-12-15,San Francisco,Illinois
143,Gucci Bloom Eau de,79.99,3,239.97,Grayson,Coleman,31,male,grayson.coleman@x.dummyjson.com,1994-12-15,San Francisco,Illinois
143,iPhone X,899.99,3,2699.97,Grayson,Coleman,31,male,grayson.coleman@x.dummyjson.com,1994-12-15,San Francisco,Illinois
143,Samsung Galaxy Tab S8 Plus Grey,599.99,3,1799.97,Grayson,Coleman,31,male,grayson.coleman@x.dummyjson.com,1994-12-15,San Francisco,Illinois
164,Vivo S1,249.99,2,499.98,Addison,Ward,30,female,addison.ward@x.dummyjson.com,1995-8-23,San Francisco,South Carolina
164,Rolex Datejust,10999.99,5,54999.95,Addison,Ward,30,female,addison.ward@x.dummyjson.com,1995-8-23,San Francisco,South Carolina
164,IWC Ingenieur Automatic Steel,4999.99,2,9999.98,Addison,Ward,30,female,addison.ward@x.dummyjson.com,1995-8-23,San Francisco,South Carolina
164,Cooking Oil,4.99,4,19.96,Addison,Ward,30,female,addison.ward@x.dummyjson.com,1995-8-23,San Francisco,South Carolina
181,Apple MagSafe Battery Pack,99.99,2,199.98,Brandon,Collins,27,male,brandon.collins@x.dummyjson.com,1998-1-19,Dallas,Delaware
181,Black Aluminium Cup,5.99,5,29.95,Brandon,Collins,27,male,brandon.collins@x.dummyjson.com,1998-1-19,Dallas,Delaware
203,Nike Baseball Cleats,79.99,5,399.95,Nova,Cooper,32,female,nova.cooper@x.dummyjson.com,1993-6-16,Los Angeles,Nebraska
203,Brown Leather Belt Watch,89.99,4,359.96,Nova,Cooper,32,female,nova.cooper@x.dummyjson.com,1993-6-16,Los Angeles,Nebraska
203,Egg Slicer,6.99,3,20.97,Nova,Cooper,32,female,nova.cooper@x.dummyjson.com,1993-6-16,Los Angeles,Nebraska
203,Fine Mesh Strainer,9.99,5,49.95,Nova,Cooper,32,female,nova.cooper@x.dummyjson.com,1993-6-16,Los Angeles,Nebraska
153,Apple iPhone Charger,19.99,5,99.95,Christian,Perez,32,male,christian.perez@x.dummyjson.com,1993-7-24,Chicago,Iowa
153,Citrus Squeezer Yellow,8.99,2,17.98,Christian,Perez,32,male,christian.perez@x.dummyjson.com,1993-7-24,Chicago,Iowa
153,Tennis Racket,49.99,1,49.99,Christian,Perez,32,male,christian.perez@x.dummyjson.com,1993-7-24,Chicago,Iowa
153,Electric Stove,49.99,5,249.95,Christian,Perez,32,male,christian.perez@x.dummyjson.com,1993-7-24,Chicago,Iowa
176,Green Chili Pepper,0.99,1,0.99,Aaliyah,Martinez,29,female,aaliyah.martinez@x.dummyjson.com,1996-2-2,New York,West Virginia
176,Short Frock,24.99,5,124.95,Aaliyah,Martinez,29,female,aaliyah.martinez@x.dummyjson.com,1996-2-2,New York,West Virginia
176,Apple Watch Series 4 Gold,349.99,5,1749.95,Aaliyah,Martinez,29,female,aaliyah.martinez@x.dummyjson.com,1996-2-2,New York,West Virginia
33,Pacifica Touring,31999.99,5,159999.95,Carter,Baker,32,male,carter.baker@x.dummyjson.com,1993-4-19,Denver,Oregon
33,Silver Pot With Glass Cap,39.99,4,159.96,Carter,Baker,32,male,carter.baker@x.dummyjson.com,1993-4-19,Denver,Oregon
33,Pan,24.99,4,99.96,Carter,Baker,32,male,carter.baker@x.dummyjson.com,1993-4-19,Denver,Oregon
33,Green Crystal Earring,29.99,1,29.99,Carter,Baker,32,male,carter.baker@x.dummyjson.com,1993-4-19,Denver,Oregon
15,Family Tree Photo Frame,29.99,5,149.95,William,Gonzalez,33,male,william.gonzalez@x.dummyjson.com,1992-3-27,San Jose,Utah
15,Pan,24.99,3,74.97,William,Gonzalez,33,male,william.gonzalez@x.dummyjson.com,1992-3-27,San Jose,Utah
15,Iron Golf,49.99,4,199.96,William,Gonzalez,33,male,william.gonzalez@x.dummyjson.com,1992-3-27,San Jose,Utah
15,Baseball Glove,24.99,3,74.97,William,Gonzalez,33,male,william.gonzalez@x.dummyjson.com,1992-3-27,San Jose,Utah
15,Metal Baseball Bat,29.99,2,59.98,William,Gonzalez,33,male,william.gonzalez@x.dummyjson.com,1992-3-27,San Jose,Utah
15,Samsung Galaxy S10,699.99,4,2799.96,William,Gonzalez,33,male,william.gonzalez@x.dummyjson.com,1992-3-27,San Jose,Utah
81,Corset With Black Skirt,79.99,3,239.97,Austin,Hudson,30,male,austin.hudson@x.dummyjson.com,1995-5-1,Los Angeles,Maryland
81,Soft Drinks,1.99,1,1.99,Austin,Hudson,30,male,austin.hudson@x.dummyjson.com,1995-5-1,Los Angeles,Maryland
81,Cricket Bat,29.99,1,29.99,Austin,Hudson,30,male,austin.hudson@x.dummyjson.com,1995-5-1,Los Angeles,Maryland
81,Cat Food,8.99,4,35.96,Austin,Hudson,30,male,austin.hudson@x.dummyjson.com,1995-5-1,Los Angeles,Maryland
81,Sunglasses,22.99,3,68.97,Austin,Hudson,30,male,austin.hudson@x.dummyjson.com,1995-5-1,Los Angeles,Maryland
81,Rolex Datejust,10999.99,4,43999.96,Austin,Hudson,30,male,austin.hudson@x.dummyjson.com,1995-5-1,Los Angeles,Maryland
187,Baseball Ball,8.99,1,8.99,Zachary,Lee,37,male,zachary.lee@x.dummyjson.com,1988-12-26,Dallas,Alabama
187,Boxed Blender,39.99,2,79.98,Zachary,Lee,37,male,zachary.lee@x.dummyjson.com,1988-12-26,Dallas,Alabama
187,Apple AirPods Max Silver,549.99,4,2199.96,Zachary,Lee,37,male,zachary.lee@x.dummyjson.com,1988-12-26,Dallas,Alabama
187,Volleyball,11.99,3,35.97,Zachary,Lee,37,male,zachary.lee@x.dummyjson.com,1988-12-26,Dallas,Alabama
187,Gray Dress,34.99,5,174.95,Zachary,Lee,37,male,zachary.lee@x.dummyjson.com,1988-12-26,Dallas,Alabama
187,Pacifica Touring,31999.99,3,95999.97,Zachary,Lee,37,male,zachary.lee@x.dummyjson.com,1988-12-26,Dallas,Alabama
184,Green Bell Pepper,1.29,4,5.16,Natalie,Price,29,female,natalie.price@x.dummyjson.com,1996-10-9,Washington,Maryland
184,Black Whisk,9.99,1,9.99,Natalie,Price,29,female,natalie.price@x.dummyjson.com,1996-10-9,Washington,Maryland
184,Tennis Ball,6.99,4,27.96,Natalie,Price,29,female,natalie.price@x.dummyjson.com,1996-10-9,Washington,Maryland
184,Water,0.99,1,0.99,Natalie,Price,29,female,natalie.price@x.dummyjson.com,1996-10-9,Washington,Maryland
184,Gucci Bloom Eau de,79.99,5,399.95,Natalie,Price,29,female,natalie.price@x.dummyjson.com,1996-10-9,Washington,Maryland
184,Apple HomePod Mini Cosmic Grey,99.99,5,499.95,Natalie,Price,29,female,natalie.price@x.dummyjson.com,1996-10-9,Washington,Maryland
67,Generic Motorcycle,3999.99,3,11999.97,Gabriel,Hayes,35,male,gabriel.hayes@x.dummyjson.com,1990-4-8,San Jose,Minnesota
67,Knife,14.99,4,59.96,Gabriel,Hayes,35,male,gabriel.hayes@x.dummyjson.com,1990-4-8,San Jose,Minnesota
35,Green Crystal Earring,29.99,1,29.99,Jack,Ward,30,male,jack.ward@x.dummyjson.com,1995-9-23,Phoenix,Idaho
35,Iron Golf,49.99,3,149.97,Jack,Ward,30,male,jack.ward@x.dummyjson.com,1995-9-23,Phoenix,Idaho
20,Brown Leather Belt Watch,89.99,3,269.97,Jackson,Evans,35,male,jackson.evans@x.dummyjson.com,1990-11-30,New York,Arkansas
20,Red Lipstick,12.99,2,25.98,Jackson,Evans,35,male,jackson.evans@x.dummyjson.com,1990-11-30,New York,Arkansas
20,Basketball,14.99,5,74.95,Jackson,Evans,35,male,jackson.evans@x.dummyjson.com,1990-11-30,New York,Arkansas
20,Blue & Black Check Shirt,29.99,3,89.97,Jackson,Evans,35,male,jackson.evans@x.dummyjson.com,1990-11-30,New York,Arkansas
50,Black Whisk,9.99,2,19.98,Stella,Hughes,34,female,stella.hughes@x.dummyjson.com,1991-11-6,Jacksonville,New Hampshire
50,Juice,3.99,4,15.96,Stella,Hughes,34,female,stella.hughes@x.dummyjson.com,1991-11-6,Jacksonville,New Hampshire
50,Cricket Helmet,44.99,5,224.95,Stella,Hughes,34,female,stella.hughes@x.dummyjson.com,1991-11-6,Jacksonville,New Hampshire
93,Asus Zenbook Pro Dual Screen Laptop,1799.99,2,3599.98,Julian,Newton,35,male,julian.newton@x.dummyjson.com,1990-7-2,Fort Worth,Iowa
93,Plate,3.99,1,3.99,Julian,Newton,35,male,julian.newton@x.dummyjson.com,1990-7-2,Fort Worth,Iowa
23,Sports Sneakers Off White Red,109.99,1,109.99,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
23,Brown Leather Belt Watch,89.99,3,269.97,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
23,Rice,5.99,4,23.96,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
23,Mulberry,4.99,3,14.97,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
23,Chopping Board,12.99,3,38.97,Chloe,Morales,40,female,chloe.morales@x.dummyjson.com,1985-4-21,Dallas,New Jersey
33,Strawberry,3.99,2,7.98,Carter,Baker,32,male,carter.baker@x.dummyjson.com,1993-4-19,Denver,Oregon
33,IWC Ingenieur Automatic Steel,4999.99,2,9999.98,Carter,Baker,32,male,carter.baker@x.dummyjson.com,1993-4-19,Denver,Oregon
86,Wooden Bathroom Sink With Mirror,799.99,4,3199.96,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
86,Wooden Rolling Pin,11.99,3,35.97,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
86,Soft Drinks,1.99,3,5.97,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
86,Sunglasses,22.99,5,114.95,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
86,Selfie Lamp with iPhone,14.99,4,59.96,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
86,iPhone X,899.99,4,3599.96,Nora,Mills,27,female,nora.mills@x.dummyjson.com,1998-9-18,San Jose,Kansas
52,Green Bell Pepper,1.29,1,1.29,Grace,Perry,27,female,grace.perry@x.dummyjson.com,1998-12-23,Seattle,Pennsylvania
52,Man Plaid Shirt,34.99,1,34.99,Grace,Perry,27,female,grace.perry@x.dummyjson.com,1998-12-23,Seattle,Pennsylvania
